ISIN코드,기업명,배당기준일,1주당배당금,종가,매수주식수,총배당금,투자금대비배당률(%)
KR7004960001,한신공영,2023-12-31,100.0,7220.0,1385,138500.0,1.385
KR7375500006,디엘이앤씨,2023-12-31,500.0,36050.0,277,138500.0,1.385
KR7241560002,두산밥캣,2023-06-30,800.0,57800.0,173,138400.0,1.384
KR7120240007,대정화금,2021-12-31,300.0,21700.0,460,138000.0,1.38
KR7098660004,에스티오,2024-12-31,40.0,2900.0,3448,137920.0,1.3792
KR7041830001,인바디,2023-12-31,350.0,25350.0,394,137900.0,1.379
KR7041930009,동아화성,2022-12-31,120.0,8700.0,1149,137880.0,1.3788
KR7019010008,베뉴지,2021-12-31,30.0,2180.0,4587,137610.0,1.3761
KR7025820002,이구산업,2021-12-31,50.0,3635.0,2751,137550.0,1.3755
KR7003570009,에스앤티다이내믹스,2021-06-30,150.0,10900.0,917,137550.0,1.3755
KR7417310000,코람코더원위탁관리부동산투자회사,2024-08-31,71.0,5160.0,1937,137527.0,1.37527
KR7340570001,티앤엘,2023-12-31,550.0,40000.0,250,137500.0,1.375
KR7002140002,고려산업,2021-12-31,40.0,2910.0,3436,137440.0,1.3743999999999998
KR7448730002,삼성에프엔위탁관리부동산투자회사,2023-10-31,68.84,5010.0,1996,137404.64,1.3740464
KR7171090004,선익시스템,2020-12-31,100.0,7280.0,1373,137300.0,1.373
KR7000240002,한국앤컴퍼니,2025-08-22,300.0,21850.0,457,137100.0,1.371
KR7395400005,에스케이위탁관리부동산투자회사,2024-06-30,66.0,4815.0,2076,137016.0,1.37016
KR7054540000,삼영엠텍,2022-12-31,50.0,3650.0,2739,136950.0,1.3695000000000002
KR7023810005,인팩,2021-12-31,180.0,13150.0,760,136800.0,1.368
KR7200880003,서연이화,2020-12-31,100.0,7320.0,1366,136600.0,1.366
KR7014620009,성광벤드,2020-12-31,100.0,7320.0,1366,136600.0,1.366
KR7012620001,원일특강,2020-12-31,120.0,8780.0,1138,136560.0,1.3656
KR7036530004,에스앤티홀딩스,2021-06-30,300.0,21950.0,455,136500.0,1.365
KR7120030002,조선선재,2021-12-31,1500.0,109500.0,91,136500.0,1.365
KR7017940008,E1,2023-06-30,700.0,51100.0,195,136500.0,1.365
KR7216050005,인크로스,2021-12-31,722.0,52900.0,189,136458.0,1.36458
KR7084110006,휴온스글로벌,2020-12-31,400.0,29250.0,341,136400.0,1.364
KR7065370009,위세아이텍,2022-12-31,150.0,11000.0,909,136350.0,1.3635
KR7048830004,엔피케이,2021-12-31,30.0,2200.0,4545,136350.0,1.3635
KR7072020001,중앙백신연구소,2023-12-31,150.0,11010.0,908,136200.0,1.362
KR7101240000,씨큐브,2020-12-31,100.0,7340.0,1362,136200.0,1.362
KR7010100006,한국무브넥스,2020-12-31,50.0,3670.0,2724,136200.0,1.362
KR7123570004,이엠넷,2023-12-31,50.0,3670.0,2724,136200.0,1.362
KR7007310006,오뚜기,2020-12-31,8000.0,577000.0,17,136000.0,1.36
KR7000150003,두산,2024-04-02,2000.0,145000.0,68,136000.0,1.36
KR7005490008,포스코홀딩스,2022-03-31,4000.0,290000.0,34,136000.0,1.36
KR7035200005,프럼파스트,2023-12-31,50.0,3680.0,2717,135850.0,1.3585
KR7079370003,제우스,2022-12-31,350.0,25750.0,388,135800.0,1.358
KR7036200004,유니셈,2024-12-31,80.0,5890.0,1697,135760.0,1.3576
KR7019680008,대교,2020-12-31,50.0,3685.0,2713,135650.0,1.3565
KR7033780008,케이티앤지,2024-06-30,1200.0,88200.0,113,135600.0,1.356
KR7149010001,아이케이세미콘,2021-12-31,100.0,7370.0,1356,135600.0,1.356
KR7316140003,우리금융지주,2021-07-30,150.0,11050.0,904,135600.0,1.356
KR7368770004,파이버프로,2024-12-31,66.0,4870.0,2053,135498.0,1.35498
KR7042670000,에이치디현대인프라코어,2023-12-31,110.0,8120.0,1231,135410.0,1.3541
KR7053280004,예스이십사,2020-12-31,200.0,14750.0,677,135400.0,1.354
KR7066130006,하츠,2022-12-31,70.0,5170.0,1934,135380.0,1.3538
KR7102120003,어보브반도체,2020-12-31,240.0,17700.0,564,135360.0,1.3536
KR7210980009,에스케이디앤디,2023-12-31,400.0,29500.0,338,135200.0,1.352
KR7033830001,티비씨,2022-12-31,15.0,1110.0,9009,135135.0,1.35135
KR7267270007,에이치디건설기계,2023-12-31,700.0,51700.0,193,135100.0,1.351
KR7012450003,한화에어로스페이스,2022-12-31,1000.0,73600.0,135,135000.0,1.35
KR7267250009,에이치디현대,2023-09-30,900.0,66300.0,150,135000.0,1.35
KR7068290006,삼성출판사,2024-12-31,200.0,14810.0,675,135000.0,1.35
KR7131290009,티에스이,2022-12-31,500.0,36950.0,270,135000.0,1.35
KR7024090003,디씨엠,2023-12-31,150.0,11100.0,900,135000.0,1.35
KR7138580006,비즈니스온커뮤니케이션,2021-12-31,200.0,14800.0,675,135000.0,1.35
KR7013870001,지엠비코리아,2021-12-31,80.0,5930.0,1686,134880.0,1.3488
KR7224110007,에이텍모빌리티,2023-12-31,200.0,14820.0,674,134800.0,1.348
KR7012200002,계양전기,2023-12-31,25.0,1855.0,5390,134750.0,1.3475
KR7006280002,녹십자,2022-12-31,1750.0,129500.0,77,134750.0,1.3475
KR7137950002,제이씨케미칼,2020-12-31,90.0,6680.0,1497,134730.0,1.3473000000000002
KR7091580001,상신이디피,2024-12-31,100.0,7420.0,1347,134700.0,1.347
KR7273640003,와이엠텍,2024-12-31,140.0,10390.0,962,134680.0,1.3468
KR7033830001,티비씨,2024-12-31,11.0,817.0,12239,134629.0,1.34629
KR7053270005,구영테크,2022-12-31,30.0,2230.0,4484,134520.0,1.3452
KR7009290008,광동제약,2023-12-31,100.0,7430.0,1345,134500.0,1.345
KR7009290008,광동제약,2021-12-31,100.0,7430.0,1345,134500.0,1.345
KR7000720003,현대건설,2021-12-31,600.0,44450.0,224,134400.0,1.344
KR7000220004,유유제약,2021-12-31,105.0,7810.0,1280,134400.0,1.344
KR7037070000,파세코,2021-12-31,300.0,22300.0,448,134400.0,1.344
KR7018260000,삼성에스디에스,2020-12-31,2400.0,178500.0,56,134400.0,1.344
KR7005800008,신영와코루,2022-12-31,150.0,11150.0,896,134400.0,1.344
KR7086670007,비엠티,2022-12-31,200.0,14900.0,671,134200.0,1.342
KR7065510000,휴비츠,2020-12-31,100.0,7450.0,1342,134200.0,1.342
KR7046890000,서울반도체,2023-12-31,136.0,10160.0,984,133824.0,1.33824
KR7017960006,한국카본,2020-12-31,180.0,13450.0,743,133740.0,1.3374
KR7035080001,그래디언트,2022-12-31,200.0,14950.0,668,133600.0,1.336
KR7003570009,에스앤티다이내믹스,2024-06-30,300.0,22450.0,445,133500.0,1.335
KR7105560007,KB금융지주,2021-06-30,750.0,56100.0,178,133500.0,1.335
KR7030200000,케이티,2024-06-30,500.0,37400.0,267,133500.0,1.335
KR7102260007,동성케미컬,2024-12-31,50.0,3745.0,2670,133500.0,1.335
KR7060480001,국일신동,2021-12-31,50.0,3745.0,2670,133500.0,1.335
KR7009070004,케이씨티시,2020-12-31,50.0,3750.0,2666,133300.0,1.333
KR7033100009,제룡전기,2022-12-31,150.0,11250.0,888,133200.0,1.332
KR7003570009,에스앤티다이내믹스,2025-03-31,400.0,29950.0,333,133200.0,1.332
KR7033290008,로젠,2023-06-30,60.0,4505.0,2219,133140.0,1.3314
KR7012330007,현대모비스,2024-03-25,3500.0,262000.0,38,133000.0,1.3299999999999998
KR7014440002,영보화학,2023-12-31,50.0,3760.0,2659,132950.0,1.3295
KR7272210006,한화시스템,2020-12-31,230.0,17300.0,578,132940.0,1.3294
KR7000240002,한국앤컴퍼니,2024-08-14,210.0,15790.0,633,132930.0,1.3293
KR7004910006,조광페인트,2022-12-31,100.0,7520.0,1329,132900.0,1.329
KR7090410002,덕신이피씨,2024-12-31,20.0,1505.0,6644,132880.0,1.3288
KR7078520004,에이블씨엔씨,2024-09-30,104.0,7830.0,1277,132808.0,1.32808
KR7008870008,금비,2025-09-30,800.0,60000.0,166,132800.0,1.328
KR7068790005,디엠에스,2023-12-31,90.0,6780.0,1474,132660.0,1.3266
KR7334890001,이지스밸류플러스위탁관리부동산투자회사,2020-08-31,60.288,4545.0,2200,132633.6,1.326336
KR7051380004,피씨디렉트,2020-12-31,150.0,11300.0,884,132600.0,1.3259999999999998
KR7054210000,이랜텍,2022-12-31,150.0,11300.0,884,132600.0,1.3259999999999998
KR7003070000,코오롱글로벌,2021-12-31,300.0,22600.0,442,132600.0,1.3259999999999998
KR7033160003,엠케이전자,2020-12-31,140.0,10550.0,947,132580.0,1.3258
KR7072950009,빛샘전자,2025-12-31,70.0,5280.0,1893,132510.0,1.3251000000000002
KR7053300000,한국정보인증,2023-12-31,70.0,5280.0,1893,132510.0,1.3251000000000002
KR7030200000,케이티,2024-03-31,500.0,37700.0,265,132500.0,1.325
KR7055490007,테이팩스,2020-12-31,500.0,37700.0,265,132500.0,1.325
KR7017890005,한국알콜산업,2024-12-31,110.0,8310.0,1203,132330.0,1.3233
KR7073490005,이노와이어리스,2023-12-31,350.0,26400.0,378,132300.0,1.323
KR7003000007,부광약품,2025-11-05,50.0,3780.0,2645,132250.0,1.3225
KR7008470007,부스타,2024-12-31,50.0,3780.0,2645,132250.0,1.3225
KR7450140009,코오롱모빌리티그룹,2023-12-31,40.0,3025.0,3305,132200.0,1.322
KR7006220008,제주은행,2025-03-31,100.0,7560.0,1322,132200.0,1.322
KR7039020003,이건홀딩스,2021-12-31,70.0,5300.0,1886,132020.0,1.3202
KR7004370003,농심,2020-12-31,4000.0,300000.0,33,132000.0,1.32
KR7139480008,이마트,2020-12-31,2000.0,151500.0,66,132000.0,1.32
KR7004450003,삼화왕관,2022-06-30,500.0,37800.0,264,132000.0,1.32
KR7383310000,에코프로에이치엔,2022-12-31,600.0,45350.0,220,132000.0,1.32
KR7373170000,엠아이큐브솔루션,2023-12-31,200.0,15150.0,660,132000.0,1.32
KR7139480008,이마트,2021-12-31,2000.0,151000.0,66,132000.0,1.32
KR7243070000,휴온스,2025-03-31,330.0,25000.0,400,132000.0,1.32
KR7009070004,케이씨티시,2022-12-31,60.0,4550.0,2197,131820.0,1.3182
KR7100250000,진양홀딩스,2022-06-30,50.0,3795.0,2635,131750.0,1.3175
KR7395400005,에스케이위탁관리부동산투자회사,2023-03-31,66.0,5010.0,1996,131736.0,1.31736
KR7048430003,유라테크,2022-12-31,100.0,7590.0,1317,131700.0,1.317
KR7081000002,일진다이아몬드,2021-12-31,400.0,30350.0,329,131600.0,1.316
KR7013360003,일성건설,2020-12-31,15.0,1140.0,8771,131565.0,1.31565
KR7086670007,비엠티,2020-12-31,150.0,11400.0,877,131550.0,1.3155
KR7214420002,토니모리,2025-03-31,120.0,9120.0,1096,131520.0,1.3152
KR7007570005,일양약품,2024-12-31,150.0,11410.0,876,131400.0,1.314
KR7083930008,아바코,2023-12-31,200.0,15240.0,656,131200.0,1.312
KR7280360009,롯데웰푸드,2021-12-31,1600.0,120500.0,82,131200.0,1.312
KR7050760008,에스폴리텍,2021-12-31,50.0,3810.0,2624,131200.0,1.312
KR7011320009,유니크,2024-12-31,45.0,3430.0,2915,131175.0,1.31175
KR7381620004,제닉스로보틱스,2024-12-31,300.0,22850.0,437,131100.0,1.311
KR7029460003,케이씨,2021-12-31,300.0,22850.0,437,131100.0,1.311
KR7032640005,LG유플러스,2021-06-30,200.0,15250.0,655,131000.0,1.31
KR7001820000,삼화콘덴서공업,2023-12-31,500.0,38100.0,262,131000.0,1.31
KR7234340008,헥토파이낸셜,2023-12-31,350.0,26700.0,374,130900.0,1.309
KR7179290002,엠아이텍,2020-12-31,60.0,4585.0,2181,130860.0,1.3086
KR7025860008,남해화학,2024-12-31,80.0,6130.0,1631,130480.0,1.3048
KR7395400005,에스케이위탁관리부동산투자회사,2025-09-30,66.0,5060.0,1976,130416.0,1.30416
KR7395400005,에스케이위탁관리부동산투자회사,2022-09-30,66.0,5060.0,1976,130416.0,1.30416
KR7357230002,에이치피오,2025-02-28,35.0,2685.0,3724,130340.0,1.3034
KR7078890001,가온그룹,2022-12-31,100.0,7670.0,1303,130300.0,1.303
KR7032750002,삼진,2022-12-31,80.0,6140.0,1628,130240.0,1.3024
KR7011210002,현대위아,2020-12-31,700.0,53500.0,186,130200.0,1.302
KR7168490001,한국투자패러랠유전해외자원개발특별자산투자회사1호지분증권,2020-09-30,25.0,1920.0,5208,130200.0,1.302
KR7049070006,인탑스,2021-12-31,420.0,32250.0,310,130200.0,1.302
KR7100840008,에스앤티에너지,2024-06-30,150.0,11520.0,868,130200.0,1.302
KR7005380001,현대자동차,2025-05-30,2500.0,191000.0,52,130000.0,1.3
KR7002310001,아세아제지,2023-09-30,500.0,38400.0,260,130000.0,1.3
KR7004370003,농심,2024-12-31,5000.0,374000.0,26,130000.0,1.3
KR7189690001,포시에스,2022-06-30,100.0,7690.0,1300,130000.0,1.3
KR7200670008,휴메딕스,2025-11-25,570.0,43700.0,228,129960.0,1.2996
KR7012610002,경인양행,2023-12-31,50.0,3850.0,2597,129850.0,1.2985
KR7003100005,선광,2020-12-31,350.0,26950.0,371,129850.0,1.2985
KR7259630002,엠플러스,2024-12-31,100.0,7700.0,1298,129800.0,1.298
KR7025820002,이구산업,2023-12-31,50.0,3855.0,2594,129700.0,1.2970000000000002
KR7237880000,클리오,2023-12-31,400.0,30800.0,324,129600.0,1.2959999999999998
KR7041510009,에스엠엔터테인먼트,2023-12-31,1200.0,92100.0,108,129600.0,1.2959999999999998
KR7067280008,멀티캠퍼스,2021-12-31,600.0,46200.0,216,129600.0,1.2959999999999998
KR7011170008,롯데케미칼,2020-12-31,3600.0,276000.0,36,129600.0,1.2959999999999998
KR7136410008,아셈스,2024-12-31,90.0,6940.0,1440,129600.0,1.2959999999999998
KR7131220006,대한과학,2024-12-31,60.0,4630.0,2159,129540.0,1.2954
KR7168490001,한국투자패러랠유전해외자원개발특별자산투자회사1호지분증권,2021-03-31,25.0,1930.0,5181,129525.0,1.29525
KR7004270005,남성,2022-12-31,25.0,1930.0,5181,129525.0,1.29525
KR7084110006,휴온스글로벌,2021-12-31,500.0,38500.0,259,129500.0,1.295
KR7005820006,원림,2021-12-31,250.0,19300.0,518,129500.0,1.295
KR7100120005,뷰웍스,2023-12-31,350.0,27000.0,370,129500.0,1.295
KR7108380007,대양전기공업,2020-12-31,200.0,15450.0,647,129400.0,1.294
KR7006840003,에이케이홀딩스,2024-03-21,200.0,15440.0,647,129400.0,1.294
KR7395400005,에스케이위탁관리부동산투자회사,2023-06-30,66.0,5100.0,1960,129360.0,1.2936
KR7086670007,비엠티,2021-12-31,150.0,11600.0,862,129300.0,1.293
KR7094280005,효성ITX,2020-12-31,300.0,23200.0,431,129300.0,1.293
KR7264850009,이랜시스,2021-12-31,45.0,3480.0,2873,129285.0,1.29285
KR7472850007,폰드그룹,2025-12-31,130.0,10060.0,994,129220.0,1.2922
KR7462520008,조선내화,2024-12-31,200.0,15460.0,646,129200.0,1.2919999999999998
KR7006650006,대한유화,2020-12-31,3000.0,230000.0,43,129000.0,1.29
KR7003550001,LG,2025-09-12,1000.0,77000.0,129,129000.0,1.29
KR7009300005,삼아제약,2021-12-31,250.0,19350.0,516,129000.0,1.29
KR7119500007,포메탈,2021-12-31,60.0,4650.0,2150,129000.0,1.29
KR7264450008,유비쿼스,2020-12-31,320.0,24800.0,403,128960.0,1.2896
KR7243840006,신흥에스이씨,2024-12-31,66.0,5120.0,1953,128898.0,1.28898
KR7005860002,한일사료,2021-12-31,25.0,1940.0,5154,128850.0,1.2885
KR7078070000,유비쿼스홀딩스,2024-12-31,130.0,10090.0,991,128830.0,1.2883
KR7003960002,사조대림,2022-12-31,350.0,27150.0,368,128800.0,1.288
KR7006040000,동원산업,2025-08-25,550.0,42700.0,234,128700.0,1.287
KR7081580003,성우전자,2021-12-31,50.0,3890.0,2570,128500.0,1.285
KR7092220003,케이이씨,2023-12-31,20.0,1557.0,6422,128440.0,1.2844
KR7001420009,태원물산,2022-12-31,50.0,3895.0,2567,128350.0,1.2835
KR7019680008,대교,2021-12-31,50.0,3895.0,2567,128350.0,1.2835
KR7036570000,엔씨소프트,2023-12-31,3130.0,240500.0,41,128330.0,1.2833
KR7002710002,티씨씨스틸,2022-12-31,120.0,9350.0,1069,128280.0,1.2828000000000002
KR7036580009,팜스코,2022-12-31,50.0,3900.0,2564,128200.0,1.282
KR7357230002,에이치피오,2023-12-31,100.0,7800.0,1282,128200.0,1.282
KR7006650006,대한유화,2024-12-31,1000.0,77700.0,128,128000.0,1.28
KR7189690001,포시에스,2020-06-30,100.0,7810.0,1280,128000.0,1.28
KR7333050003,모코엠시스,2024-12-31,16.0,1250.0,8000,128000.0,1.28
KR7014280002,금강공업,2021-12-31,100.0,7820.0,1278,127800.0,1.278
KR7005670005,푸드웰,2021-12-31,90.0,7040.0,1420,127800.0,1.278
KR7032850000,비트컴퓨터,2024-12-31,63.0,4930.0,2028,127764.0,1.27764
KR7425040003,티이엠씨,2024-12-31,100.0,7830.0,1277,127700.0,1.277
KR7395400005,에스케이위탁관리부동산투자회사,2024-09-30,66.0,5170.0,1934,127644.0,1.27644
KR7143160000,아이디스,2021-12-31,300.0,23500.0,425,127500.0,1.275
KR7005360003,모나미,2020-12-31,70.0,5490.0,1821,127470.0,1.2747
KR7241520006,디에스씨인베스트먼트,2023-12-31,40.0,3140.0,3184,127360.0,1.2736
KR7448730002,삼성에프엔위탁관리부동산투자회사,2024-07-31,65.195,5120.0,1953,127325.835,1.27325835
KR7122900004,아이마켓코리아,2021-09-30,150.0,11800.0,847,127050.0,1.2705
KR7017800004,현대엘리베이터,2025-09-01,1000.0,78400.0,127,127000.0,1.27
KR7032620007,유비케어,2023-12-31,60.0,4725.0,2116,126960.0,1.2696
KR7017480005,삼현철강,2021-06-30,100.0,7880.0,1269,126900.0,1.269
KR7094280005,효성ITX,2025-03-31,150.0,11820.0,846,126900.0,1.269
KR7008470007,부스타,2023-12-31,60.0,4730.0,2114,126840.0,1.2684000000000002
KR7004770004,써니전자,2023-12-31,30.0,2365.0,4228,126840.0,1.2684000000000002
KR7089010003,켐트로닉스,2024-12-31,200.0,15770.0,634,126800.0,1.268
KR7064850001,에프앤가이드,2021-12-31,130.0,10250.0,975,126750.0,1.2675
KR7025820002,이구산업,2024-12-31,50.0,3945.0,2534,126700.0,1.267
KR7034810002,해성산업,2021-12-31,175.0,13800.0,724,126700.0,1.267
KR7192080000,더블유게임즈,2022-12-31,600.0,47250.0,211,126600.0,1.266
KR7006580005,대양제지공업,2020-12-31,40.0,3160.0,3164,126560.0,1.2656
KR7021650007,한국큐빅,2020-12-31,50.0,3950.0,2531,126550.0,1.2654999999999998
KR7038680005,에스넷시스템,2024-12-31,50.0,3950.0,2531,126550.0,1.2654999999999998
KR7053300000,한국정보인증,2020-12-31,100.0,7900.0,1265,126500.0,1.265
KR7230240004,에치에프알,2023-12-31,220.0,17390.0,575,126500.0,1.265
KR7225220003,제놀루션,2021-12-31,200.0,15800.0,632,126400.0,1.264
KR7044340008,위닉스,2020-12-31,300.0,23700.0,421,126300.0,1.263
KR7036120004,서울평가정보,2022-12-31,50.0,3960.0,2525,126250.0,1.2625000000000002
KR7381970003,케이카,2022-09-30,190.0,15050.0,664,126160.0,1.2616
KR7230360000,에코마케팅,2023-06-30,130.0,10300.0,970,126100.0,1.261
KR7001230002,동국홀딩스,2025-06-30,100.0,7930.0,1261,126100.0,1.261
KR7173130006,오파스넷,2021-12-31,50.0,3965.0,2522,126100.0,1.261
KR7005800008,신영와코루,2021-12-31,1500.0,118500.0,84,126000.0,1.26
KR7004020004,현대제철,2020-12-31,500.0,39600.0,252,126000.0,1.26
KR7010420008,한솔PNS,2021-12-31,25.0,1985.0,5037,125925.0,1.25925
KR7044960003,이글벳,2024-12-31,60.0,4765.0,2098,125880.0,1.2588
KR7113810006,디젠스,2024-12-31,20.0,1590.0,6289,125780.0,1.2578
KR7316140003,우리금융지주,2024-03-31,180.0,14320.0,698,125640.0,1.2564
KR7069730000,디에스알제강,2022-12-31,60.0,4775.0,2094,125640.0,1.2564
KR7073560005,우리손에프앤지농업회사법인,2020-12-31,25.0,1990.0,5025,125625.0,1.25625
KR7204320006,에이치엘만도,2021-12-31,800.0,63400.0,157,125600.0,1.256
KR7076340009,지에이이노더스,2021-12-31,100.0,7960.0,1256,125600.0,1.256
KR7002220002,한일철강,2023-12-31,30.0,2390.0,4184,125520.0,1.2552
KR7032750002,삼진,2023-12-31,70.0,5580.0,1792,125440.0,1.2544
KR7059120006,아진엑스텍,2021-12-31,150.0,11950.0,836,125400.0,1.254
KR7002320000,한진,2020-12-31,600.0,47800.0,209,125400.0,1.254
KR7243070000,휴온스,2021-12-31,600.0,47700.0,209,125400.0,1.254
KR7011070000,LG이노텍,2025-03-31,2090.0,165400.0,60,125400.0,1.254
KR7010640001,진양폴리우레탄,2025-06-30,50.0,3990.0,2506,125300.0,1.253
KR7035150002,백산,2023-09-15,100.0,7980.0,1253,125300.0,1.253
KR7027360007,아주아이비투자,2020-12-31,50.0,3990.0,2506,125300.0,1.253
KR7014620009,성광벤드,2021-12-31,100.0,7980.0,1253,125300.0,1.253
KR7115500001,케이씨에스,2024-12-31,180.0,14350.0,696,125280.0,1.2528
KR7067830000,세이브존아이앤씨,2023-12-31,30.0,2395.0,4175,125250.0,1.2525
KR7225220003,제놀루션,2021-09-30,200.0,15950.0,626,125200.0,1.252
KR7079430005,현대리바트,2020-12-31,200.0,15950.0,626,125200.0,1.252
KR7001420009,태원물산,2020-12-31,50.0,3995.0,2503,125150.0,1.2515
KR7267250009,에이치디현대,2024-03-31,900.0,71900.0,139,125100.0,1.251
KR7092780006,디와이피,2022-12-31,60.0,4795.0,2085,125100.0,1.251
KR7298040007,효성중공업,2024-12-31,5000.0,393000.0,25,125000.0,1.25
KR7097950000,씨제이제일제당,2021-12-31,5000.0,387500.0,25,125000.0,1.25
KR7058470006,리노공업,2021-12-31,2500.0,198300.0,50,125000.0,1.25
KR7035510007,신세계아이앤씨,2021-12-31,2500.0,198500.0,50,125000.0,1.25
KR7134380005,미원화학,2021-06-30,1000.0,79500.0,125,125000.0,1.25
KR7118990001,모트렉스,2024-06-30,162.0,12970.0,771,124902.0,1.24902
KR7298540006,더네이쳐홀딩스,2022-12-31,400.0,31950.0,312,124800.0,1.248
KR7001510007,SK증권,2020-12-31,10.0,802.0,12468,124680.0,1.2468
KR7417310000,코람코더원위탁관리부동산투자회사,2025-08-31,72.0,5780.0,1730,124560.0,1.2456
KR7007530009,와이엠,2024-12-31,30.0,2410.0,4149,124470.0,1.2447
KR7024720005,콜마홀딩스,2021-12-31,245.0,19650.0,508,124460.0,1.2446000000000002
KR7316140003,우리금융지주,2022-06-30,150.0,12050.0,829,124350.0,1.2435
KR7004380002,삼익THK,2020-12-31,150.0,12050.0,829,124350.0,1.2435
KR7035810001,이지홀딩스,2021-12-31,50.0,4020.0,2487,124350.0,1.2435
KR7100130004,동국S&C,2020-12-31,100.0,8040.0,1243,124300.0,1.243
KR7340570001,티앤엘,2022-12-31,450.0,36200.0,276,124200.0,1.242
KR7204320006,에이치엘만도,2022-12-31,500.0,40300.0,248,124000.0,1.24
KR7290740000,액트로,2023-12-31,100.0,8060.0,1240,124000.0,1.24
KR7030200000,케이티,2024-09-30,500.0,40300.0,248,124000.0,1.24
KR7004370003,농심,2021-12-31,4000.0,318500.0,31,124000.0,1.24
KR7200130003,콜마비앤에이치,2021-12-31,385.0,31050.0,322,123970.0,1.2397
KR7039830005,오로라월드,2021-12-31,120.0,9680.0,1033,123960.0,1.2396
KR7041930009,동아화성,2021-12-31,150.0,12100.0,826,123900.0,1.239
KR7310870001,디와이씨,2024-12-31,20.0,1615.0,6191,123820.0,1.2382
KR7214320004,이노션,2025-09-30,225.0,18180.0,550,123750.0,1.2375
KR7007210008,벽산,2022-12-31,25.0,2020.0,4950,123750.0,1.2375
KR7032560005,황금에스티,2020-12-31,100.0,8080.0,1237,123700.0,1.237
KR7381970003,케이카,2023-06-30,190.0,15340.0,651,123690.0,1.2369
KR7011700002,한신기계공업,2021-12-31,45.0,3640.0,2747,123615.0,1.23615
KR7030200000,케이티,2025-11-05,600.0,48400.0,206,123600.0,1.236
KR7049830003,승일,2021-12-31,170.0,13750.0,727,123590.0,1.2359
KR7097520001,엠씨넥스,2020-12-31,500.0,40400.0,247,123500.0,1.235
KR7009240003,한샘,2020-12-31,1300.0,104500.0,95,123500.0,1.235
KR7048260004,오스템임플란트,2020-12-31,630.0,51000.0,196,123480.0,1.2348
KR7297890006,에이치비솔루션,2022-12-31,150.0,12150.0,823,123450.0,1.2345
KR7168490001,한국투자패러랠유전해외자원개발특별자산투자회사1호지분증권,2021-06-30,25.0,2025.0,4938,123450.0,1.2345
KR7290270008,휴네시온,2024-12-31,40.0,3240.0,3086,123440.0,1.2344000000000002
KR7033290008,로젠,2020-12-31,70.0,5670.0,1763,123410.0,1.2341
KR7072950009,빛샘전자,2021-12-31,100.0,8100.0,1234,123400.0,1.234
KR7237880000,클리오,2022-12-31,200.0,16200.0,617,123400.0,1.234
KR7014620009,성광벤드,2023-12-31,150.0,12160.0,822,123300.0,1.233
KR7185750007,종근당(신설),2024-12-31,1100.0,89000.0,112,123200.0,1.232
KR7050960004,수산아이앤티,2024-12-31,200.0,16210.0,616,123200.0,1.232
KR7011790003,SKC,2022-12-31,1100.0,88500.0,112,123200.0,1.232
KR7023160005,태광,2025-08-26,285.0,23100.0,432,123120.0,1.2312
KR7000020008,동화약품,2021-12-31,180.0,14600.0,684,123120.0,1.2312
KR7179290002,엠아이텍,2024-12-31,100.0,8120.0,1231,123100.0,1.231
KR7017650003,대림제지,2023-12-31,100.0,8120.0,1231,123100.0,1.231
KR7290720002,푸드나무,2020-12-31,300.0,24350.0,410,123000.0,1.23
KR7234690006,녹십자웰빙,2023-12-31,100.0,8130.0,1230,123000.0,1.23
KR7122310006,제노레이,2020-12-31,120.0,9750.0,1025,123000.0,1.23
KR7038390001,레드캡투어,2023-06-30,200.0,16250.0,615,123000.0,1.23
KR7036710002,심텍홀딩스,2020-12-31,30.0,2440.0,4098,122940.0,1.2294
KR7088350004,한화생명보험,2020-12-31,30.0,2440.0,4098,122940.0,1.2294
KR7055550008,신한금융지주회사,2024-02-23,525.0,42600.0,234,122850.0,1.2285
KR7007820004,에스엠코어,2022-12-31,70.0,5700.0,1754,122780.0,1.2278
KR7053050001,지에스이,2020-12-31,20.0,1630.0,6134,122680.0,1.2268
KR7006580005,대양제지공업,2022-12-31,40.0,3260.0,3067,122680.0,1.2268
KR7006580005,대양제지공업,2021-12-31,40.0,3260.0,3067,122680.0,1.2268
KR7003960002,사조대림,2020-12-31,200.0,16300.0,613,122600.0,1.226
KR7318000007,케이비지,2023-12-31,100.0,8150.0,1226,122600.0,1.226
KR7040160004,누리플렉스,2023-12-31,50.0,4080.0,2450,122500.0,1.225
KR7352700009,씨앤투스,2023-06-30,50.0,4080.0,2450,122500.0,1.225
KR7195870001,해성디에스,2021-12-31,600.0,48850.0,204,122400.0,1.224
KR7316140003,우리금융지주,2024-06-30,180.0,14690.0,680,122400.0,1.224
KR7226320000,잇츠한불,2023-12-31,150.0,12250.0,816,122400.0,1.224
KR7214370009,케어젠,2022-12-31,1700.0,137100.0,72,122400.0,1.224
KR7322000001,에이치디현대에너지솔루션,2022-12-31,600.0,48800.0,204,122400.0,1.224
KR7094970001,제이엠티,2023-12-31,50.0,4085.0,2447,122350.0,1.2235
KR7012320008,경동인베스트,2024-12-31,750.0,61000.0,163,122250.0,1.2225
KR7012610002,경인양행,2022-12-31,50.0,4090.0,2444,122200.0,1.222
